Episode;Step;Action;Action type;Reward
184;14;6;Model;16
184;15;6;Model;17
184;16;6;Model;15
184;17;6;Model;18
184;18;6;Model;23
184;19;6;Model;27
184;20;6;Model;31
184;21;6;Model;32
184;22;6;Model;34
184;23;6;Model;33
184;24;6;Model;24
184;25;6;Model;18
184;26;6;Model;12
184;27;6;Model;5
184;28;6;Model;3
184;29;6;Model;4
184;30;6;Model;8
184;31;6;Model;12
184;32;6;Model;10
184;33;6;Model;8
184;34;6;Model;4
185;1;5;Random;13
185;2;9;Model;6
185;3;9;Model;5
185;4;3;Model;7
185;5;3;Model;9
185;6;9;Model;8
185;7;3;Model;11
185;8;3;Model;10
185;9;3;Model;9
185;10;3;Model;8
185;11;3;Model;7
185;12;3;Model;6
185;13;3;Model;7
185;14;3;Model;8
185;15;3;Model;9
185;16;3;Model;11
185;17;3;Model;9
185;18;3;Model;7
185;19;3;Model;5
185;20;3;Model;5
185;21;3;Model;4
185;22;3;Model;4
185;23;3;Model;4
185;24;3;Model;4
185;25;3;Model;2
185;26;3;Model;0
185;27;3;Model;0
185;28;3;Model;2
185;29;3;Model;4
185;30;3;Model;6
185;31;3;Model;8
185;32;3;Model;11
185;33;3;Model;9
185;34;3;Model;7
185;35;3;Model;5
185;36;3;Model;3
186;1;1;Random;19
186;2;4;Model;35
186;3;9;Model;29
186;4;4;Model;50
186;5;4;Model;73
186;6;4;Model;97
187;1;9;Random;19
187;2;0;Model;24
187;3;0;Model;27
187;4;0;Model;28
187;5;0;Model;29
187;6;0;Model;26
187;7;6;Model;18
187;8;6;Model;16
187;9;6;Model;19
187;10;6;Model;23
187;11;6;Model;24
187;12;6;Model;19
187;13;6;Model;14
187;14;6;Model;10
187;15;6;Model;10
187;16;6;Model;10
187;17;6;Model;12
187;18;6;Model;13
187;19;6;Model;15
187;20;6;Model;17
187;21;6;Model;16
187;22;6;Model;14
187;23;6;Model;18
187;24;6;Model;27
187;25;6;Model;28
187;26;6;Model;28
187;27;6;Model;25
187;28;6;Model;18
187;29;6;Model;12
187;30;6;Model;6
187;31;6;Model;7
187;32;6;Model;12
187;33;6;Model;15
187;34;6;Model;16
187;35;6;Model;14
187;36;6;Model;10
187;37;6;Model;6
188;1;5;Random;13
188;2;6;Model;19
188;3;6;Model;21
188;4;6;Model;19
188;5;6;Model;18
188;6;6;Model;16
188;7;6;Model;20
188;8;6;Model;20
188;9;6;Model;15
188;10;6;Model;14
188;11;6;Model;13
188;12;6;Model;14
188;13;6;Model;10
188;14;6;Model;7
188;15;6;Model;7
188;16;6;Model;10
188;17;6;Model;10
188;18;6;Model;16
188;19;6;Model;20
188;20;6;Model;18
188;21;6;Model;20
188;22;6;Model;19
188;23;6;Model;15
188;24;6;Model;12
188;25;6;Model;8
188;26;6;Model;3
188;27;6;Model;0
188;28;6;Model;0
188;29;6;Model;2
188;30;6;Model;4
188;31;6;Model;5
188;32;6;Model;4
188;33;6;Model;1
189;1;3;Random;24
189;2;6;Model;25
189;3;6;Model;28
189;4;6;Model;33
189;5;6;Model;31
189;6;6;Model;28
189;7;6;Model;31
189;8;6;Model;32
189;9;6;Model;28
189;10;6;Model;23
189;11;6;Model;22
189;12;6;Model;22
189;13;6;Model;19
189;14;6;Model;16
189;15;6;Model;17
189;16;6;Model;15
189;17;6;Model;18
189;18;6;Model;23
189;19;6;Model;27
189;20;6;Model;31
189;21;6;Model;32
189;22;6;Model;34
189;23;6;Model;33
189;24;6;Model;24
189;25;6;Model;18
189;26;6;Model;12
189;27;6;Model;5
189;28;6;Model;3
189;29;6;Model;4
189;30;6;Model;8
189;31;6;Model;12
189;32;6;Model;10
189;33;6;Model;8
189;34;6;Model;4
190;1;8;Random;23
190;2;5;Model;12
190;3;6;Model;19
190;4;6;Model;20
190;5;6;Model;19
190;6;6;Model;18
190;7;6;Model;21
190;8;6;Model;20
190;9;6;Model;19
190;10;6;Model;18
190;11;6;Model;13
190;12;6;Model;12
190;13;6;Model;10
190;14;6;Model;7
190;15;6;Model;3
190;16;6;Model;4
190;17;6;Model;7
190;18;6;Model;13
190;19;6;Model;16
190;20;6;Model;21
190;21;6;Model;22
190;22;6;Model;18
190;23;6;Model;16
190;24;6;Model;15
190;25;6;Model;12
190;26;6;Model;6
190;27;6;Model;4
190;28;6;Model;2
190;29;6;Model;0
190;30;6;Model;0
190;31;6;Model;2
190;32;6;Model;2
190;33;6;Model;0
191;1;8;Random;23
191;2;6;Model;29
191;3;6;Model;31
191;4;6;Model;32
191;5;6;Model;37
191;6;6;Model;38
191;7;6;Model;37
191;8;6;Model;33
191;9;6;Model;30
191;10;6;Model;29
191;11;6;Model;23
191;12;6;Model;18
191;13;6;Model;15
191;14;6;Model;13
191;15;6;Model;14
191;16;6;Model;23
191;17;6;Model;24
191;18;6;Model;31
191;19;6;Model;36
191;20;6;Model;35
191;21;6;Model;33
191;22;6;Model;31
191;23;6;Model;32
191;24;6;Model;26
191;25;6;Model;15
191;26;6;Model;6
191;27;6;Model;4
191;28;6;Model;2
191;29;6;Model;2
191;30;6;Model;4
191;31;6;Model;5
191;32;6;Model;4
192;1;8;Random;23
192;2;6;Model;29
192;3;6;Model;31
192;4;6;Model;32
192;5;6;Model;37
192;6;6;Model;38
192;7;6;Model;37
192;8;6;Model;33
192;9;6;Model;30
192;10;6;Model;29
192;11;6;Model;23
192;12;6;Model;18
192;13;6;Model;15
192;14;6;Model;13
192;15;6;Model;14
192;16;6;Model;23
192;17;6;Model;24
192;18;6;Model;31
192;19;6;Model;36
192;20;6;Model;35
192;21;6;Model;33
192;22;6;Model;31
192;23;6;Model;32
192;24;6;Model;26
192;25;6;Model;15
192;26;6;Model;6
192;27;6;Model;4
192;28;6;Model;2
192;29;6;Model;2
192;30;6;Model;4
192;31;6;Model;5
192;32;6;Model;4
193;1;8;Random;23
193;2;6;Model;29
193;3;6;Model;31
193;4;6;Model;32
193;5;6;Model;37
193;6;6;Model;38
193;7;6;Model;37
193;8;6;Model;33
193;9;6;Model;30
193;10;6;Model;29
193;11;6;Model;23
193;12;6;Model;18
193;13;6;Model;15
193;14;6;Model;13
193;15;6;Model;14
193;16;6;Model;23
193;17;6;Model;24
193;18;6;Model;31
193;19;6;Model;36
193;20;6;Model;35
193;21;6;Model;33
193;22;6;Model;31
193;23;6;Model;32
193;24;6;Model;26
193;25;6;Model;15
193;26;6;Model;6
193;27;6;Model;4
193;28;6;Model;2
193;29;6;Model;2
193;30;6;Model;4
193;31;6;Model;5
193;32;6;Model;4
194;1;5;Random;13
194;2;5;Model;6
194;3;5;Model;1
194;4;5;Model;0
194;5;2;Model;0
195;1;2;Random;27
195;2;6;Model;32
195;3;6;Model;32
195;4;6;Model;35
195;5;6;Model;37
195;6;6;Model;36
195;7;6;Model;36
195;8;6;Model;30
195;9;6;Model;28
195;10;6;Model;26
195;11;6;Model;21
195;12;6;Model;18
195;13;6;Model;16
195;14;6;Model;14
195;15;6;Model;19
195;16;6;Model;20
195;17;6;Model;26
195;18;6;Model;32
195;19;6;Model;35
195;20;6;Model;35
195;21;6;Model;31
195;22;6;Model;33
195;23;6;Model;29
195;24;6;Model;19
195;25;6;Model;10
195;26;6;Model;5
195;27;6;Model;2
195;28;6;Model;2
195;29;6;Model;4
195;30;6;Model;6
195;31;6;Model;8
195;32;6;Model;4
196;1;9;Random;19
196;2;6;Model;23
196;3;6;Model;29
196;4;6;Model;32
196;5;6;Model;34
196;6;6;Model;33
196;7;6;Model;33
196;8;6;Model;35
196;9;6;Model;32
196;10;6;Model;27
196;11;6;Model;24
196;12;6;Model;24
196;13;6;Model;20
196;14;6;Model;18
196;15;6;Model;16
196;16;6;Model;17
196;17;6;Model;16
196;18;6;Model;22
196;19;6;Model;28
196;20;6;Model;31
196;21;6;Model;35
196;22;6;Model;32
196;23;6;Model;33
196;24;6;Model;31
196;25;6;Model;22
196;26;6;Model;15
196;27;6;Model;8
196;28;6;Model;3
196;29;6;Model;2
196;30;6;Model;4
196;31;6;Model;7
196;32;6;Model;10
196;33;6;Model;8
196;34;6;Model;4
197;1;7;Random;27
197;2;6;Model;25
197;3;6;Model;28
197;4;6;Model;28
197;5;6;Model;25
197;6;6;Model;26
197;7;6;Model;29
197;8;6;Model;29
197;9;6;Model;23
197;10;6;Model;21
197;11;6;Model;19
197;12;6;Model;20
197;13;6;Model;15
197;14;6;Model;16
197;15;6;Model;16
197;16;6;Model;17
197;17;6;Model;18
197;18;6;Model;22
197;19;6;Model;27
197;20;6;Model;27
197;21;6;Model;33
197;22;6;Model;35
197;23;6;Model;26
197;24;6;Model;20
197;25;6;Model;16
197;26;6;Model;8
197;27;6;Model;3
197;28;6;Model;4
197;29;6;Model;9
197;30;6;Model;14
197;31;6;Model;12
197;32;6;Model;10
197;33;6;Model;8
197;34;6;Model;3
198;1;6;Random;29
198;2;6;Model;32
198;3;6;Model;34
198;4;6;Model;33
198;5;6;Model;33
198;6;6;Model;35
198;7;6;Model;32
198;8;6;Model;27
198;9;6;Model;24
198;10;6;Model;24
198;11;6;Model;20
198;12;6;Model;18
198;13;6;Model;16
198;14;6;Model;17
198;15;6;Model;16
198;16;6;Model;22
198;17;6;Model;28
198;18;6;Model;31
198;19;6;Model;35
198;20;6;Model;32
198;21;6;Model;33
198;22;6;Model;31
198;23;6;Model;22
198;24;6;Model;15
198;25;6;Model;8
198;26;6;Model;3
198;27;6;Model;2
198;28;6;Model;4
198;29;6;Model;7
198;30;6;Model;10
198;31;6;Model;8
198;32;6;Model;4
199;1;3;Random;24
199;2;6;Model;25
199;3;6;Model;28
199;4;6;Model;33
199;5;6;Model;31
199;6;6;Model;28
199;7;6;Model;31
199;8;6;Model;32
199;9;6;Model;28
199;10;6;Model;23
199;11;6;Model;22
199;12;6;Model;22
199;13;6;Model;19
199;14;6;Model;16
199;15;6;Model;17
199;16;6;Model;15
199;17;6;Model;18
199;18;6;Model;23
199;19;6;Model;27
199;20;6;Model;31
199;21;6;Model;32
199;22;6;Model;34
199;23;6;Model;33
199;24;6;Model;24
199;25;6;Model;18
199;26;6;Model;12
199;27;6;Model;5
199;28;6;Model;3
199;29;6;Model;4
199;30;6;Model;8
199;31;6;Model;12
199;32;6;Model;10
199;33;6;Model;8
199;34;6;Model;4
